Employee ID,Employee Type,Department,Workplace Factor,Stress Level,Burnout Frequency,Job Satisfaction,Access to EAPs,Mental Health Absences,Turnover Intention
HCP-01482,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,9,Yes
HCP-01483,Physician (Specialist),Specialty Care,Heavy Workload,8,Never,1,Yes,7,No
HCP-01484,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-01485,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,4,Yes,7,No
HCP-01486,Pediatric Nurse,Pediatrics,Heavy Workload,8,Often,3,Yes,7,Yes
HCP-01487,Pediatric Nurse,Pediatrics,Work-Life Imbalance,8,Often,2,No,10,Yes
HCP-01488,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,1,Yes,9,Yes
HCP-01489,Pediatric Nurse,Pediatrics,Heavy Workload,9,Often,2,Yes,8,Yes
HCP-01490,Physician (General),General Practice,Work-Life Imbalance,8,Occasionally,1,No,8,No
HCP-01491,Registered Nurse,General Medicine,Poor Work Environment,8,Never,3,Yes,7,No
HCP-01492,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,3,Yes,3,No
HCP-01493,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,2,Yes,8,No
HCP-01494,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,4,Yes,6,Yes
HCP-01495,Medical Assistant,Outpatient Services,Career Stagnation,5,Never,4,No,8,No
HCP-01496,Nursing Assistant,Assisted Living,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-01497,Medical Assistant,Outpatient Services,Poor Work Environment,6,Occasionally,2,Yes,6,Yes
HCP-01498,Physician (General),General Practice,Heavy Workload,8,Occasionally,4,Yes,9,Yes
HCP-01499,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,1,No,7,Yes
HCP-01500,Radiology Technician,Radiology,Career Stagnation,6,Often,3,No,9,No
HCP-01501,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,2,Yes,7,Yes
HCP-01502,Physician (General),General Practice,Heavy Workload,9,Often,1,No,10,Yes
HCP-01503,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,7,Yes
HCP-01504,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,Yes,9,Yes
HCP-01505,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,3,No,12,Yes
HCP-01506,Pediatric Nurse,Pediatrics,Unclear Job Expectations,6,Occasionally,2,Yes,6,Yes
HCP-01507,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,2,Yes,6,Yes
HCP-01508,Physician (Specialist),Specialty Care,Heavy Workload,7,Occasionally,3,Yes,5,No
HCP-01509,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Occasionally,2,Yes,7,Yes
HCP-01510,Healthcare Administrator,Administration,Poor Work Environment,7,Never,3,Yes,8,No
HCP-01511,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,1,Yes,0,Yes
HCP-01512,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,4,Yes,5,Yes
HCP-01513,Laboratory Technician,Laboratory,Career Stagnation,6,Occasionally,1,Yes,5,Yes
HCP-01514,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,6,Yes
HCP-01515,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,6,No
HCP-01516,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,10,Yes
HCP-01517,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Often,1,Yes,7,Yes
HCP-01518,Radiology Technician,Radiology,Career Stagnation,4,Often,1,No,2,No
HCP-01519,Registered Nurse,General Medicine,Unclear Job Expectations,5,Occasionally,2,No,6,Yes
HCP-01520,Radiology Technician,Radiology,Safety Concerns,9,Occasionally,3,Yes,7,Yes
HCP-01521,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,1,Yes,9,Yes
HCP-01522,Laboratory Technician,Laboratory,Safety Concerns,7,Often,3,Yes,5,No
HCP-01523,Pediatric Nurse,Pediatrics,Emotional Demands,6,Often,1,Yes,6,No
HCP-01524,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,1,Yes,5,Yes
HCP-01525,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,3,Yes,5,Yes
HCP-01526,Critical Care Nurse,ICU,Work-Life Imbalance,9,Often,1,Yes,9,Yes
HCP-01527,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,3,No,9,No
HCP-01528,Critical Care Nurse,ICU,Poor Work Environment,8,Often,2,No,8,Yes
HCP-01529,Healthcare Administrator,Administration,Career Stagnation,5,Never,2,Yes,4,Yes
HCP-01530,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,6,Yes
HCP-01531,Critical Care Nurse,ICU,Heavy Workload,9,Often,1,Yes,11,No
HCP-01532,Medical Assistant,Outpatient Services,Career Stagnation,4,Occasionally,2,Yes,5,Yes
HCP-01533,Nursing Assistant,Assisted Living,Poor Work Environment,8,Occasionally,1,No,11,Yes
HCP-01534,Critical Care Nurse,ICU,Heavy Workload,7,Never,5,No,4,No
HCP-01535,Physician (General),General Practice,Heavy Workload,8,Often,1,Yes,6,Yes
HCP-01536,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,8,No
HCP-01537,Registered Nurse,General Medicine,Poor Work Environment,8,Often,2,Yes,4,Yes
HCP-01538,Nursing Assistant,Assisted Living,Poor Work Environment,7,Occasionally,1,No,11,Yes
HCP-01539,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,10,No
HCP-01540,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,13,Yes
HCP-01541,Nursing Assistant,Assisted Living,Heavy Workload,9,Never,3,No,7,Yes
HCP-01542,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,2,No,9,Yes
HCP-01543,Medical Assistant,Outpatient Services,Career Stagnation,6,Often,3,No,11,No
HCP-01544,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-01545,Laboratory Technician,Laboratory,Safety Concerns,8,Often,2,Yes,6,Yes
HCP-01546,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,4,Yes,3,No
HCP-01547,Healthcare Administrator,Administration,Poor Work Environment,7,Often,2,No,12,No
HCP-01548,Medical Assistant,Outpatient Services,Heavy Workload,9,Never,4,No,10,No
HCP-01549,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,No,7,Yes
HCP-01550,Medical Assistant,Outpatient Services,Heavy Workload,9,Never,3,Yes,9,Yes
HCP-01551,Laboratory Technician,Laboratory,Safety Concerns,7,Never,3,No,9,No
HCP-01552,Medical Assistant,Outpatient Services,Heavy Workload,9,Occasionally,2,Yes,9,Yes
HCP-01553,Healthcare Administrator,Administration,Poor Work Environment,8,Occasionally,2,Yes,7,Yes
HCP-01554,Radiology Technician,Radiology,Safety Concerns,8,Often,1,Yes,11,Yes
HCP-01555,Registered Nurse,General Medicine,Poor Work Environment,7,Often,2,Yes,6,Yes
HCP-01556,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,2,Yes,10,Yes
HCP-01557,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,1,No,11,Yes
HCP-01558,Physician (General),General Practice,Heavy Workload,9,Often,1,No,12,Yes
HCP-01559,Healthcare Administrator,Administration,Poor Work Environment,6,Often,3,Yes,5,No
HCP-01560,Radiology Technician,Radiology,Heavy Workload,9,Often,1,Yes,10,No
HCP-01561,Pediatric Nurse,Pediatrics,Heavy Workload,8,Never,3,Yes,8,Yes
HCP-01562,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,6,Yes
HCP-01563,Healthcare Administrator,Administration,Career Stagnation,6,Often,2,Yes,4,Yes
HCP-01564,Critical Care Nurse,ICU,Heavy Workload,8,Often,1,No,11,Yes
HCP-01565,Healthcare Administrator,Administration,Career Stagnation,6,Often,1,Yes,4,Yes
HCP-01566,Physician (General),General Practice,Heavy Workload,8,Often,2,No,9,Yes
HCP-01567,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,3,No,11,No
HCP-01568,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,8,Yes
HCP-01569,Medical Assistant,Outpatient Services,Poor Work Environment,6,Often,2,Yes,4,Yes
HCP-01570,Physician (General),General Practice,Heavy Workload,9,Occasionally,3,No,15,No
HCP-01571,Medical Assistant,Outpatient Services,Heavy Workload,8,Occasionally,1,Yes,9,Yes
HCP-01572,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,No,13,Yes
HCP-01573,Nursing Assistant,Assisted Living,Heavy Workload,7,Often,2,No,2,No
HCP-01574,Radiology Technician,Radiology,Career Stagnation,4,Occasionally,1,Yes,4,Yes
HCP-01575,Registered Nurse,General Medicine,Heavy Workload,9,Occasionally,4,No,13,Yes
HCP-01576,Registered Nurse,General Medicine,Poor Work Environment,6,Often,2,Yes,9,Yes
HCP-01577,Registered Nurse,General Medicine,Career Stagnation,5,Occasionally,3,No,2,No
HCP-01578,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,1,Yes,10,Yes
HCP-01579,Medical Assistant,Outpatient Services,Poor Work Environment,7,Never,3,No,13,Yes
HCP-01580,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,1,Yes,4,Yes
HCP-01581,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,4,No,10,No
HCP-01582,Pediatric Nurse,Pediatrics,Work-Life Imbalance,7,Occasionally,3,Yes,8,No
HCP-01583,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,1,Yes,8,Yes
HCP-01584,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,2,Yes,7,Yes
HCP-01585,Laboratory Technician,Laboratory,Poor Work Environment,7,Occasionally,1,No,11,Yes
HCP-01586,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,7,Yes
HCP-01587,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,2,Yes,7,No
HCP-01588,Physician (General),General Practice,Heavy Workload,7,Occasionally,3,No,11,Yes
HCP-01589,Physician (General),General Practice,Heavy Workload,9,Never,3,No,16,No
HCP-01590,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,1,Yes,8,Yes
HCP-01591,Nursing Assistant,Assisted Living,Heavy Workload,8,Occasionally,2,No,10,Yes
HCP-01592,Laboratory Technician,Laboratory,Safety Concerns,9,Often,1,Yes,7,Yes
HCP-01593,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,No,6,Yes
HCP-01594,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,3,No,12,No
HCP-01595,Nursing Assistant,Assisted Living,Emotional Demands,8,Often,2,Yes,7,Yes
HCP-01596,Medical Assistant,Outpatient Services,Poor Work Environment,8,Never,4,Yes,10,Yes
HCP-01597,Critical Care Nurse,ICU,Heavy Workload,8,Occasionally,3,Yes,7,Yes
HCP-01598,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,4,Yes,5,No
HCP-01599,Registered Nurse,General Medicine,Career Stagnation,4,Occasionally,4,No,7,Yes
HCP-01600,Radiology Technician,Radiology,Poor Work Environment,7,Often,2,Yes,6,Yes
HCP-01601,Registered Nurse,General Medicine,Heavy Workload,8,Often,3,No,6,Yes
HCP-01602,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,12,Yes
HCP-01603,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,No,9,Yes
HCP-01604,Pediatric Nurse,Pediatrics,Unclear Job Expectations,6,Often,1,No,10,Yes
HCP-01605,Registered Nurse,General Medicine,Heavy Workload,8,Occasionally,1,No,12,No
HCP-01606,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,2,Yes,5,No
HCP-01607,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,5,Yes
HCP-01608,Healthcare Administrator,Administration,Poor Work Environment,6,Often,3,Yes,5,Yes
HCP-01609,Registered Nurse,General Medicine,Career Stagnation,4,Never,3,Yes,2,No
HCP-01610,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,2,Yes,10,No
HCP-01611,Radiology Technician,Radiology,Career Stagnation,6,Occasionally,3,No,7,Yes
HCP-01612,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,4,Yes,7,No
HCP-01613,Physician (Specialist),Specialty Care,Poor Work Environment,6,Occasionally,1,Yes,7,No
HCP-01614,Critical Care Nurse,ICU,Heavy Workload,9,Never,4,Yes,9,Yes
HCP-01615,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,3,Yes,7,No
HCP-01616,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,2,Yes,9,Yes
HCP-01617,Laboratory Technician,Laboratory,Safety Concerns,8,Occasionally,2,No,7,Yes
HCP-01618,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,1,Yes,10,Yes
HCP-01619,Medical Assistant,Outpatient Services,Heavy Workload,9,Never,1,No,7,Yes
HCP-01620,Nursing Assistant,Assisted Living,Emotional Demands,6,Often,2,Yes,7,Yes
HCP-01621,Physician (General),General Practice,Heavy Workload,8,Often,1,No,5,Yes
HCP-01622,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,7,Yes
HCP-01623,Medical Assistant,Outpatient Services,Heavy Workload,7,Occasionally,4,No,9,No
HCP-01624,Laboratory Technician,Laboratory,Poor Work Environment,6,Often,2,Yes,5,Yes
HCP-01625,Registered Nurse,General Medicine,Work-Life Imbalance,7,Occasionally,3,Yes,6,No
HCP-01626,Nursing Assistant,Assisted Living,Heavy Workload,7,Occasionally,1,Yes,4,Yes
HCP-01627,Registered Nurse,General Medicine,Work-Life Imbalance,9,Often,2,No,8,Yes
HCP-01628,Physician (Specialist),Specialty Care,Heavy Workload,8,Often,2,No,11,No
HCP-01629,Registered Nurse,General Medicine,Heavy Workload,8,Often,2,Yes,8,Yes
HCP-01630,Physician (General),General Practice,Work-Life Imbalance,8,Occasionally,4,Yes,6,Yes
HCP-01631,Healthcare Administrator,Administration,Career Stagnation,6,Never,4,Yes,8,Yes
HCP-01632,Critical Care Nurse,ICU,Heavy Workload,9,Often,2,Yes,6,Yes
HCP-01633,Nursing Assistant,Assisted Living,Emotional Demands,7,Occasionally,3,Yes,6,Yes
HCP-01634,Healthcare Administrator,Administration,Poor Work Environment,8,Never,1,Yes,6,Yes
HCP-01635,Radiology Technician,Radiology,Poor Work Environment,7,Occasionally,2,No,10,Yes
HCP-01636,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,No,10,Yes
HCP-01637,Pediatric Nurse,Pediatrics,Work-Life Imbalance,8,Often,1,Yes,7,Yes
HCP-01638,Registered Nurse,General Medicine,Heavy Workload,9,Never,1,Yes,5,Yes
HCP-01639,Laboratory Technician,Laboratory,Safety Concerns,8,Occasionally,3,Yes,9,Yes
HCP-01640,Radiology Technician,Radiology,Poor Work Environment,7,Often,1,Yes,6,Yes
HCP-01641,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,3,Yes,9,Yes
HCP-01642,Healthcare Administrator,Administration,Poor Work Environment,8,Occasionally,2,Yes,6,Yes
HCP-01643,Physician (Specialist),Specialty Care,Poor Work Environment,7,Often,1,No,6,No
HCP-01644,Medical Assistant,Outpatient Services,Work-Life Imbalance,9,Often,2,No,15,No
HCP-01645,Registered Nurse,General Medicine,Heavy Workload,8,Often,1,Yes,4,Yes
HCP-01646,Healthcare Administrator,Administration,Career Stagnation,4,Often,3,Yes,1,No
HCP-01647,Registered Nurse,General Medicine,Work-Life Imbalance,8,Often,2,No,14,Yes
HCP-01648,Healthcare Administrator,Administration,Job Insecurity,6,Occasionally,1,No,9,No
HCP-01649,Healthcare Administrator,Administration,Poor Work Environment,6,Never,5,Yes,5,No
HCP-01650,Nursing Assistant,Assisted Living,Poor Work Environment,8,Occasionally,2,No,13,No
HCP-01651,Registered Nurse,General Medicine,Heavy Workload,8,Never,1,Yes,8,Yes
HCP-01652,Critical Care Nurse,ICU,Safety Concerns,8,Never,3,Yes,8,Yes
HCP-01653,Critical Care Nurse,ICU,Heavy Workload,7,Occasionally,3,Yes,7,No
HCP-01654,Pediatric Nurse,Pediatrics,Heavy Workload,7,Often,1,No,10,Yes
HCP-01655,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,10,Yes
HCP-01656,Laboratory Technician,Laboratory,Safety Concerns,8,Often,1,Yes,12,No
HCP-01657,Medical Assistant,Outpatient Services,Poor Work Environment,8,Often,2,No,9,Yes
HCP-01658,Critical Care Nurse,ICU,Heavy Workload,9,Never,1,No,10,Yes
HCP-01659,Pediatric Nurse,Pediatrics,Heavy Workload,8,Occasionally,4,No,6,Yes
HCP-01660,Physician (General),General Practice,Heavy Workload,8,Never,4,Yes,7,Yes
HCP-01661,Medical Assistant,Outpatient Services,Heavy Workload,9,Often,1,No,16,Yes
HCP-01662,Physician (Specialist),Specialty Care,Poor Work Environment,8,Occasionally,2,Yes,9,Yes
HCP-01663,Radiology Technician,Radiology,Safety Concerns,8,Often,1,Yes,6,Yes
HCP-01664,Physician (Specialist),Specialty Care,Heavy Workload,9,Often,2,Yes,9,Yes
HCP-01665,Laboratory Technician,Laboratory,Career Stagnation,5,Never,2,Yes,2,Yes
HCP-01666,Radiology Technician,Radiology,Career Stagnation,4,Never,4,Yes,2,No
HCP-01667,Registered Nurse,General Medicine,Heavy Workload,8,Often,3,No,10,Yes
HCP-01668,Laboratory Technician,Laboratory,Career Stagnation,6,Often,2,Yes,5,Yes
HCP-01669,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,6,Yes
HCP-01670,Healthcare Administrator,Administration,Career Stagnation,4,Never,3,Yes,4,Yes
HCP-01671,Pediatric Nurse,Pediatrics,Heavy Workload,8,Often,2,Yes,7,Yes
HCP-01672,Radiology Technician,Radiology,Career Stagnation,4,Never,4,Yes,0,Yes
HCP-01673,Radiology Technician,Radiology,Safety Concerns,7,Often,2,No,2,Yes
HCP-01674,Healthcare Administrator,Administration,Career Stagnation,6,Often,2,No,6,No
HCP-01675,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,3,No,1,No
HCP-01676,Critical Care Nurse,ICU,Safety Concerns,7,Occasionally,4,Yes,3,Yes
HCP-01677,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,1,Yes,9,Yes
HCP-01678,Physician (General),General Practice,Heavy Workload,9,Occasionally,2,Yes,8,Yes
HCP-01679,Registered Nurse,General Medicine,Heavy Workload,8,Never,4,No,9,No
HCP-01680,Nursing Assistant,Assisted Living,Emotional Demands,6,Occasionally,1,Yes,5,Yes
HCP-01681,Critical Care Nurse,ICU,Heavy Workload,7,Often,2,Yes,4,Yes
HCP-01682,Laboratory Technician,Laboratory,Safety Concerns,7,Occasionally,4,Yes,7,No
HCP-01683,Medical Assistant,Outpatient Services,Work-Life Imbalance,8,Never,3,Yes,7,Yes
HCP-01684,Healthcare Administrator,Administration,Career Stagnation,4,Occasionally,1,Yes,2,Yes
HCP-01685,Registered Nurse,General Medicine,Poor Work Environment,8,Occasionally,1,Yes,6,Yes
HCP-01686,Radiology Technician,Radiology,Safety Concerns,8,Occasionally,2,No,6,Yes
HCP-01687,Radiology Technician,Radiology,Safety Concerns,7,Occasionally,2,No,7,Yes
HCP-01688,Physician (Specialist),Specialty Care,Poor Work Environment,8,Often,3,Yes,7,Yes
HCP-01689,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,7,No
HCP-01690,Healthcare Administrator,Administration,Career Stagnation,5,Occasionally,3,No,7,No
HCP-01691,Registered Nurse,General Medicine,Poor Work Environment,6,Often,3,Yes,5,No
HCP-01692,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,3,Yes,7,No
HCP-01693,Pediatric Nurse,Pediatrics,Emotional Demands,7,Often,1,No,11,Yes
HCP-01694,Registered Nurse,General Medicine,Work-Life Imbalance,9,Occasionally,2,Yes,10,Yes
HCP-01695,Pediatric Nurse,Pediatrics,Emotional Demands,6,Often,1,Yes,7,Yes
HCP-01696,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,4,Yes,5,No
HCP-01697,Registered Nurse,General Medicine,Poor Work Environment,7,Occasionally,3,Yes,5,No
HCP-01698,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,10,Yes
HCP-01699,Laboratory Technician,Laboratory,Career Stagnation,6,Occasionally,2,Yes,7,Yes
HCP-01700,Physician (Specialist),Specialty Care,Poor Work Environment,6,Never,4,Yes,4,No
HCP-01701,Laboratory Technician,Laboratory,Poor Work Environment,6,Often,1,Yes,7,Yes
HCP-01702,Physician (General),General Practice,Work-Life Imbalance,8,Never,5,Yes,6,Yes
HCP-01703,Critical Care Nurse,ICU,Heavy Workload,7,Never,5,Yes,7,No
HCP-01704,Physician (Specialist),Specialty Care,Poor Work Environment,7,Occasionally,2,Yes,6,Yes
HCP-01705,Physician (General),General Practice,Heavy Workload,7,Often,2,Yes,4,Yes
HCP-01706,Registered Nurse,General Medicine,Work-Life Imbalance,8,Never,4,Yes,7,Yes
HCP-01707,Medical Assistant,Outpatient Services,Career Stagnation,6,Often,3,Yes,10,No
HCP-01708,Registered Nurse,General Medicine,Heavy Workload,9,Often,1,Yes,9,Yes
HCP-01709,Medical Assistant,Outpatient Services,Heavy Workload,8,Often,2,Yes,12,Yes
HCP-01710,Nursing Assistant,Assisted Living,Poor Work Environment,7,Occasionally,4,Yes,4,No
HCP-01711,Registered Nurse,General Medicine,Heavy Workload,9,Often,2,Yes,10,Yes
HCP-01712,Registered Nurse,General Medicine,Heavy Workload,7,Occasionally,2,No,1,Yes
HCP-01713,Healthcare Administrator,Administration,Poor Work Environment,7,Occasionally,4,Yes,6,Yes
HCP-01714,Physician (General),General Practice,Unclear Job Expectations,5,Often,1,Yes,6,Yes
HCP-01715,Registered Nurse,General Medicine,Work-Life Imbalance,7,Often,2,Yes,8,Yes
